"Type","Code","ThinkCode","ColorCode","Formula","Colored","FormulaKey","SameCode","ColorDesc","ReverseCode"
棱块,OQ,蛋清,"00",U2 R U' R' U' R' U' R U R U',,棱块-OQ,,,
棱块,PQ,排球,"10",R' f R S' R2 S R f' R,,棱块-PQ,,,
棱块,QO,求偶,"00",U R' U' R' U R U R U R' U2,,棱块-QO,,,
棱块,RO,肉,"10",E' U' R' E R2 E' R' U E,,棱块-RO,,,
棱块,OR,俄勒冈州,"01",U' E' R E R2 E' R E U,,棱块-OR,,,
棱块,QM,洽米,"00",U D L E' L2 E L D' U',,棱块-QM,,,
棱块,PR,飘柔,"11",D' M D R' D' M' D R,,棱块-PR,,,
棱块,RP,肉片,"11",R' D' M D R D' M' D,,棱块-RP,,,
棱块,OS,内心独白,"00",U' R E R2 E' R U,,棱块-OS,,,
棱块,PS,菩萨,"10",D' U L' U' M' U L U' M D,,棱块-PS,,,
棱块,QS,汽水,"00",R' U' R E R2 E' R U R,,棱块-QS,,,
棱块,RS,肉松,"10",r U r' E r U' r' E',,棱块-RS,,,
棱块,OT,蛋挞,"01",U' E' R' E' R2 E R' E U,,棱块-OT,,,
棱块,PT,葡萄,"11",S' U' R' E R U R' E' R S,,棱块-PT,,,
棱块,QT,拳头,"01",R U' R' E R U R' E',,棱块-QT,,,
棱块,RT,软糖,"11",E U R S R2 S' R U' E',,棱块-RT,,,
棱块,OW,猫头鹰,"00",U' R' E' R2 E R' U,,棱块-OW,,,
棱块,QP,棋盘,"01",R' f R' S' R2 S R' f' R,,棱块-QP,,,
棱块,KP,酷派手机,"01",S' R F R' S R F' R',,棱块-KP,,,
棱块,PM,泡面,"10",U' S R' B R S' R' B' R U,,棱块-PM,,,
棱块,RL,日历,"11",R2 F R S' R2 S R F' R2,,棱块-RL,,,
棱块,PG,苹果/屁股,"10",R' E' R U' R' E R U,,棱块-PG,,,
棱块,QG,乞丐,"00",M R U M' U' R' U M U' M',,棱块-QG,,,
棱块,RG,热狗,"10",U2 L E' L' U' L E L' U',,棱块-RG,,,
棱块,OH,欧皇,"01",S' R' F R S R' F' R,,棱块-OH,,,
棱块,PH,胖虎,"11",S D' M D2 M' D' S',,棱块-PH,,,
棱块,QH,拳皇,"01",R U R' S' R U R' S R U2 R',,棱块-QH,,,
棱块,RH,如花,"11",S' L E' L' U L E L' U' S,,棱块-RH,,,
棱块,OI,油,"00",r U L E' L' U2 L E L' U r',,棱块-OI,,,
棱块,PI,屁,"10",R' F R2 E R2 E' F' R,,棱块-PI,,,
棱块,QI,棋,"00",R' f2 R2 U' R2 f2 R2 U' R',,棱块-QI,,,
棱块,OM,欧姆,"00",S' M R U R' U' M2 U R U' r' S,,棱块-OM,,,
棱块,RI,日,"10",R2 F R2 E R2 E' F' R2,,棱块-RI,,,
棱块,PJ,啤酒,"11",U' R' F' R S' R' F R S U,,棱块-PJ,,,
棱块,QJ,青椒,"01",M' U' R U M U' R' U,,棱块-QJ,,,
棱块,RJ,日军,"11",F' R U' R' E R U R' E' F,,棱块-RJ,,,
棱块,OK,OK绷,"00",U' S' R2 S R2 U,,棱块-OK,,,
棱块,PK,皮裤,"10",R F R' S' R F' R' S,,棱块-PK,,,
棱块,QK,秋葵,"00",U r S' r2 S' r U',,棱块-QK,,,
棱块,RK,肉蔻,"10",E U L' E L2 E' L' E' U',,棱块-RK,,,
棱块,OL,欧莱雅,"01",S L' F' L S' L' F L,,棱块-OL,,,
棱块,PL,炮楼,"11",R' F R S' R2 S R F' R,,棱块-PL,,,
棱块,QL,麒麟,"01",D M' U' R U M U' R' U D',,棱块-QL,,,
棱块,OJ,瓯江,"01",U R' F' R S R2 S' R F R U',,棱块-OJ,,,
角块,ZT,侦探,"2",R U R' D' R U' R' D,,角块-ZT,,,
